P32234	GO:0005525
O14258	GO:0001077
P21192	GO:0000987
P21192	GO:0000982
O07718	GO:0004451
O07718	GO:0046421
P28297	GO:0004451
Q6T267	GO:0004451
P0A9G6	GO:0043169
P0A9G6	GO:0004451
D4GTL3	GO:0004451
O50078	GO:0004451
O50078	GO:0000287
O50078	GO:0046914
P9WKK7	GO:0004451
P9WKK7	GO:0046421
Q6Z6M4	GO:0004451
Q9I0K4	GO:0004451
P28240	GO:0004451
D4GTL2	GO:0004474
D4GTL2	GO:0046872
Q12031	GO:0046421
P11071	GO:0008772
P11071	GO:0016208
P11071	GO:0005524
P11071	GO:0004674
P11071	GO:0004722
Q8TDN7	GO:0017040
Q8TDN7	GO:0071633
Q8R4X1	GO:0017040
Q5QJU3	GO:0017040
Q5QJU3	GO:0071633
Q9NUN7	GO:0070774
Q9VLJ6	GO:0008241
P23795	GO:0001540
Q9DDE3	GO:0003990
P07140	GO:0003990
P07140	GO:0004104
P07140	GO:0042803
P22303	GO:0003990
P22303	GO:0001540
P22303	GO:0004104
P22303	GO:0005518
P22303	GO:0016787
P22303	GO:0043236
P22303	GO:0017171
P21836	GO:0003990
P21836	GO:0043236
P21836	GO:0043621
P37136	GO:0042166
P37136	GO:0003990
P37136	GO:0033265
Q10714	GO:0008241
P12821	GO:0003779
P12821	GO:0031711
P12821	GO:0031404
P12821	GO:0008144
P12821	GO:0004175
P12821	GO:0008238
P12821	GO:0070573
P12821	GO:0008237
P12821	GO:0051019
P12821	GO:0031434
P12821	GO:0008241
P12821	GO:0008240
P12821	GO:0008270
P09470	GO:0008237
P09470	GO:0008233
P09470	GO:0008241
P47820	GO:0008144
P47820	GO:0008237
P47820	GO:0008241
Q8L856	GO:0016491
Q9GZZ6	GO:0005102
Q9JLB5	GO:0004889
P48180	GO:0004889
P32316	GO:0008775
P32316	GO:0003986
Q9N587	GO:0022848
Q9U298	GO:0004889
Q15822	GO:0015464
Q15822	GO:0004889
Q15822	GO:0015276
P12389	GO:0042166
P12389	GO:0004889
P12389	GO:0008144
P32297	GO:0042166
P32297	GO:0015464
P32297	GO:0004889
P32297	GO:0015276
Q8R4G9	GO:0004889
P04757	GO:0042166
P04757	GO:0015464
P04757	GO:0004889
P04757	GO:0008144
P04757	GO:0046982
P43681	GO:0042166
P43681	GO:0015464
P43681	GO:0004889
P43681	GO:0015276
O70174	GO:0004889
O70174	GO:0005216
P09483	GO:0042166
P09483	GO:0004889
P09483	GO:0008144
P09483	GO:0046982
P30532	GO:0015464
P30532	GO:0015276
P20420	GO:0042166
P20420	GO:0004889
P20420	GO:0046982
Q15825	GO:0015464
Q15825	GO:0004889
Q15825	GO:0015276
Q9R0W9	GO:0004889
P43143	GO:0008144
P36544	GO:0042166
P36544	GO:0015464
P36544	GO:0004889
P36544	GO:0022848
P36544	GO:0001540
P36544	GO:0017081
P36544	GO:0015276
P36544	GO:0042803
P36544	GO:0015643
P49582	GO:0004889
Q05941	GO:0042166
Q05941	GO:0004889
Q05941	GO:0008179
Q05941	GO:0051117
Q05941	GO:0008144
Q05941	GO:0019901
Q05941	GO:0097110
Q9UGM1	GO:0022848
Q9UGM1	GO:0015276
P43144	GO:0004889
Q98880	GO:0005261
P02708	GO:0015464
P02708	GO:0004889
P02708	GO:0005216
P02708	GO:0015276
P25108	GO:0004889
P17787	GO:0042166
P17787	GO:0015464
P17787	GO:0004889
P17787	GO:0015276
Q9ERK7	GO:0004889
P12390	GO:0042166
P12390	GO:0004889
P12390	GO:0008144
P12390	GO:0046982
Q05901	GO:0004889
Q05901	GO:0015267
Q05901	GO:0015276
P12391	GO:0042166
P12391	GO:0004889
P12391	GO:0008144
P30926	GO:0015464
P30926	GO:0004889
P30926	GO:0015276
P12392	GO:0042166
P12392	GO:0004889
P12392	GO:0008144
P12392	GO:0046982
P11230	GO:0015267
P09690	GO:0042166
P09690	GO:0004889
P25109	GO:0004889
P25109	GO:0015276
Q07001	GO:0004889
Q07001	GO:0015276
P02716	GO:0004889
P25110	GO:0004889
P25110	GO:0015276
Q04844	GO:0015464
Q04844	GO:0004889
Q04844	GO:0008324
Q04844	GO:0015276
P09660	GO:0004889
P07510	GO:0015464
P07510	GO:0015267
P07510	GO:0015276
P04760	GO:0004889
P18916	GO:0004889
P18916	GO:0015276
Q9UKV3	GO:0044822
P84761	GO:0008191
Q07912	GO:0005154
Q07912	GO:0005095
Q07912	GO:0042802
Q07912	GO:0004715
Q07912	GO:0004712
Q07912	GO:0004713
O54967	GO:0050699
Q5U2X5	GO:0004713
P0A6A3	GO:0008776
P0A6A3	GO:0008270
P63411	GO:0008776
P63411	GO:0047900
P63411	GO:0008980
Q16570	GO:0019957
Q16570	GO:0004872
Q16570	GO:0004888
O00590	GO:0004950
O00590	GO:0005044
O08707	GO:0019957
O08707	GO:0016493
P25106	GO:0019958
P25106	GO:0016494
P25106	GO:0005044
Q9NPB9	GO:0004950
Q9S7X6	GO:0016768
Q9S7X6	GO:0010487
O96019	GO:0003682
Q9Z2N8	GO:0003682
O94805	GO:0005200
Q9Y615	GO:0005200
Q9Y614	GO:0005200
Q9FGX1	GO:0003878
P53396	GO:0005524
P53396	GO:0003878
P16638	GO:0003878
Q18007	GO:0016907
P16395	GO:0016907
P11229	GO:0016907
P11229	GO:0004435
P08482	GO:0008144
P08482	GO:0016907
Q08981	GO:0055105
Q09388	GO:0016907
P08172	GO:0016907
P10980	GO:0008144
P10980	GO:0016907
P20309	GO:0004435
P20309	GO:0004872
Q9ERZ3	GO:0015464
Q9ERZ3	GO:0005085
P08483	GO:0042166
P08483	GO:0008144
P08483	GO:0016907
P08173	GO:0016907
P32211	GO:0016907
P08485	GO:0016907
P08485	GO:0005085
P08912	GO:0016907
P08912	GO:0004435
Q920H4	GO:0016934
P08911	GO:0016907
Q8TDX5	GO:0001760
Q8TDX5	GO:0008270
Q8R5M5	GO:0016831
P09339	GO:0051539
P09339	GO:0003994
P09339	GO:0003730
P09339	GO:0003729
P70920	GO:0003994
Q8NQ98	GO:0051539
Q8NQ98	GO:0003994
Q937N8	GO:0003994
P25516	GO:0051539
P25516	GO:0003994
P25516	GO:0005506
P25516	GO:0046872
P25516	GO:0003730
P25516	GO:0003729
O53166	GO:0003994
O53166	GO:0030350
O53166	GO:0003730
O53166	GO:0003729
Q8ZP52	GO:0047456
Q8ZP52	GO:0003994
Q5SMF6	GO:0003994
P36683	GO:0047456
P36683	GO:0051539
P36683	GO:0003994
P36683	GO:0003730
P36683	GO:0003729
Q8ZRS8	GO:0047456
Q8ZRS8	GO:0003994
Q8ZRS8	GO:0003730
Q8ZRS8	GO:0003729
Q8EJW3	GO:0016836
Q8NQ97	GO:0003677
Q8NQ97	GO:0000287
A2AKK5	GO:0016410
Q32MW3	GO:0047617
Q8ISS3	GO:0017105
Q8WXI4	GO:0047617
Q8VHQ9	GO:0047617
Q6US81	GO:0017105
Q8WYK0	GO:0047617
Q9DBK0	GO:0003986
Q9DBK0	GO:0005524
Q99NB7	GO:0003986
Q9NPJ3	GO:0047617
Q8N1Q8	GO:0047617
Q8N1Q8	GO:0016290
Q42560	GO:0003994
Q42560	GO:0005507
Q42560	GO:0048027
P21147	GO:0009055
P21147	GO:0004768
Q9SIB9	GO:0003994
Q9SIB9	GO:0005524
Q9SIB9	GO:0005507
Q94A28	GO:0003994
Q94A28	GO:0005507
P76518	GO:0036412
Q23500	GO:0003994
P21399	GO:0051539
P21399	GO:0003994
P21399	GO:0030350
P21399	GO:0003723
Q63270	GO:0051536
Q63270	GO:0048027
Q63270	GO:0003729
P13516	GO:0046872
P13516	GO:0032896
P13516	GO:0004768
P07308	GO:0005506
P07308	GO:0016491
P07308	GO:0004768
P13011	GO:0032896
P13011	GO:0004768
Q6P7B9	GO:0004768
O00767	GO:0005506
O00767	GO:0016491
O00767	GO:0004768
Q4WLN1	GO:0003994
C8VG90	GO:0003994
Q99798	GO:0003994
Q99798	GO:0005506
P37032	GO:0003730
P37032	GO:0003729
Q99KI0	GO:0003994
Q9ER34	GO:0051538
Q9ER34	GO:0051539
Q9ER34	GO:0003994
P19414	GO:0003994
P19414	GO:0003690
P19414	GO:0003697
Q86TX2	GO:0047617
O55137	GO:0047617
O88267	GO:0047617
P49753	GO:0047617
P49753	GO:0005102
O55171	GO:0047617
O55171	GO:0016290
Q9QYR7	GO:0047617
Q8N9L9	GO:0047617
Q8N9L9	GO:0005102
Q8N9L9	GO:0004778
Q8BWN8	GO:0047617
Q6Q2Z6	GO:0047617
Q3I5F7	GO:0047617
O14734	GO:0003986
O14734	GO:0047617
O14734	GO:0016289
O14734	GO:0052815
O14734	GO:0016290
O14734	GO:0005102
P58137	GO:0047617
Q9Y305	GO:0047617
Q9R0X4	GO:0003986
Q9R0X4	GO:0047617
O65202	GO:0003997
Q15067	GO:0003997
Q15067	GO:0071949
Q15067	GO:0016401
Q15067	GO:0030165
Q15067	GO:0047485
Q15067	GO:0005102
P07872	GO:0005504
P07872	GO:0016401
O65201	GO:0003997
Q99424	GO:0003997
Q99424	GO:0016402
Q99424	GO:0005102
P97562	GO:0033791
P97562	GO:0005504
P97562	GO:0050660
P0CZ23	GO:0003997
O15254	GO:0005102
Q9EPL9	GO:0016402
Q63448	GO:0005504
Q63448	GO:0050660
Q63448	GO:0016402
Q96329	GO:0003997
Q9NUZ1	GO:0016402
P11829	GO:0000036
P25701	GO:0000036
Q5B2K4	GO:0015123
P21515	GO:0008770
P13798	GO:0008242
P13798	GO:0044822
P13798	GO:0004252
O80800	GO:0050897
O80800	GO:0046872
P52505	GO:0005504
P52505	GO:0008137
P52505	GO:0016491
P9WQF3	GO:0000036
P9WQF3	GO:0000035
P11943	GO:0000036
P24224	GO:0008897
P24224	GO:0016740
P37623	GO:0008897
P0A6A8	GO:0000036
P0A6A8	GO:0000035
P0A6A8	GO:0031177
Q336V5	GO:0008794
Q336V5	GO:0016791
Q10SX6	GO:0008794
Q10SX6	GO:0016791
Q9LX29	GO:0042803
P0AE06	GO:0015238
P0AE06	GO:0042802
P31224	GO:0015238
P31224	GO:0015307
P31224	GO:0042802
G3KIM8	GO:0071949
G3KIM8	GO:0016628
P24177	GO:0015238
P24177	GO:0015307
P10323	GO:0005537
P10323	GO:0002020
P10323	GO:0004252
Q2UVH8	GO:0004040
P23578	GO:0008233
P08001	GO:0004040
P08001	GO:0008144
P08001	GO:0042806
Q9GL10	GO:0008144
P0ACS9	GO:0008144
P0ACS9	GO:0043565
P0ACS9	GO:0003700
P0AAW9	GO:0015238
P9WMK1	GO:0044183
Q01574	GO:0003987
Q01574	GO:0016880
Q08AH3	GO:0047760
Q68CK6	GO:0016405
Q9NUB1	GO:0003987
P52910	GO:0003987
P52910	GO:0016880
P27550	GO:0003987
P27550	GO:0050218
P27550	GO:0033558
Q9NR19	GO:0003987
Q9NR19	GO:0016208
Q9QXG4	GO:0003987
Q07340	GO:0051539
Q07340	GO:0031419
Q46389	GO:0005509
Q46389	GO:0008168
Q96CM8	GO:0003996
Q4G176	GO:0016878
Q4G176	GO:0090409
Q4G176	GO:0031957
P33121	GO:0004467
P18163	GO:0003987
P18163	GO:0004467
O95573	GO:0004467
O95573	GO:0019904
O95573	GO:0019901
Q63151	GO:0004467
O60488	GO:0047676
O60488	GO:0004467
O60488	GO:0031957
Q9QUJ7	GO:0004467
O35547	GO:0004467
Q9ULC5	GO:0004467
O88813	GO:0004467
Q9UKU0	GO:0019899
Q9UKU0	GO:0004467
Q9UKU0	GO:0042803
Q91WC3	GO:0004467
P33124	GO:0004467
P33124	GO:0042803
Q08AH1	GO:0003996
Q08AH1	GO:0047760
Q08AH1	GO:0016405
Q91VA0	GO:0015645
Q3UNX5	GO:0015645
Q7TN78	GO:0004321
B9DGD6	GO:0003987
Q96WT2	GO:0046567
Q96WT2	GO:0051498
Q54GX7	GO:0017022
Q54GX7	GO:0005200
P07830	GO:0017022
P07830	GO:0005200
P86287	GO:0005200
Q54HE7	GO:0008976
Q96292	GO:0005200
Q8ILW9	GO:0000146
Q96293	GO:0005507
P62737	GO:0019901
P24005	GO:0051015
P60709	GO:0042802
P60709	GO:0019894
P60709	GO:0050998
P60709	GO:0005200
P60709	GO:0030957
P60711	GO:0019901
P68032	GO:0005524
P68032	GO:0016887
P68032	GO:0017022
P63261	GO:0042802
P63261	GO:0005200
P63261	GO:0031625
P63260	GO:0005200
Q01718	GO:0004978
Q01718	GO:0004977
Q3B7N2	GO:0051015
Q3B7N2	GO:0005523
P05094	GO:0051393
P05094	GO:0030274
P05094	GO:0051219
P05094	GO:0042803
P05094	GO:0017166
P12814	GO:0051015
P12814	GO:0003725
P12814	GO:0005178
P12814	GO:0044325
P12814	GO:0030374
P12814	GO:0042803
P12814	GO:0017166
Q7TPR4	GO:0051015
Q7TPR4	GO:0005178
Q7TPR4	GO:0042803
Q7TPR4	GO:0017166
Q9Z1P2	GO:0019904
P35609	GO:0008092
P35609	GO:0051373
P35609	GO:0042802
P35609	GO:0005178
P35609	GO:0044325
P35609	GO:0005546
P35609	GO:0046983
P35609	GO:0019904
P35609	GO:0042803
P35609	GO:0005088
P35609	GO:0008307
P35609	GO:0031432
P35609	GO:0070080
Q9JI91	GO:0051015
Q9JI91	GO:0008092
Q9JI91	GO:0044325
Q9JI91	GO:0030374
Q9JI91	GO:0030274
Q9JI91	GO:0030674
Q9JI91	GO:0042803
Q9JI91	GO:0030375
Q08043	GO:0005178
Q08043	GO:0044325
Q08043	GO:0042803
Q08043	GO:0008307
O88990	GO:0051015
O88990	GO:0030674
O88990	GO:0042803
O43707	GO:0003779
O43707	GO:0051015
O43707	GO:0031490
O43707	GO:0005178
O43707	GO:0044325
O43707	GO:0030374
O43707	GO:0035257
O43707	GO:0001882
O43707	GO:0044822
O43707	GO:0042803
O43707	GO:0042974
O43707	GO:0000977
P57780	GO:0051015
P57780	GO:0042803
Q9QXQ0	GO:0032403
Q9QXQ0	GO:0047485
P05095	GO:0051015
P05095	GO:0005509
P05095	GO:0030674
P05095	GO:0005200
P18091	GO:0003779
P07845	GO:0042802
P32705	GO:0015123
P32705	GO:0015654
P68133	GO:0043531
P68133	GO:0005524
P68133	GO:0017022
P68133	GO:0005200
P68135	GO:0048306
P68135	GO:0042802
Q54I79	GO:0008976
Q8KP10	GO:0016787
Q8KP10	GO:0000287
P60010	GO:0005524
P60010	GO:0005200
Q65G33	GO:0019152
P39065	GO:0019152
P39065	GO:0043894
P26646	GO:0043957
P36896	GO:0016361
P36896	GO:0005524
P36896	GO:0034711
P36896	GO:0004674
P36896	GO:0046332
Q61271	GO:0048185
Q61271	GO:0004674
Q61271	GO:0004675
P80202	GO:0016361
P80202	GO:0004702
P80202	GO:0046332
P80202	GO:0004675
Q8NER5	GO:0016361
Q8NER5	GO:0019838
Q8NER5	GO:0046872
Q8NER5	GO:0038100
Q8NER5	GO:0004674
P70539	GO:0048185
P70539	GO:0016361
P70539	GO:0005524
P70539	GO:0070700
P70539	GO:0046872
P70539	GO:0004674
P70539	GO:0046332
P37023	GO:0048185
P37023	GO:0016361
P37023	GO:0005524
P37023	GO:0098821
P37023	GO:0019901
P37023	GO:0004674
P37023	GO:0046332
P37023	GO:0050431
P37023	GO:0005024
P80203	GO:0004702
P80203	GO:0046332
P80203	GO:0050431
P80203	GO:0005025
P80203	GO:0004675
Q90ZK6	GO:0048185
Q90ZK6	GO:0005057
Q90ZK6	GO:0050431
Q90ZK6	GO:0005025
Q04771	GO:0048185
Q04771	GO:0005524
Q04771	GO:0042803
Q04771	GO:0004672
Q04771	GO:0004674
Q04771	GO:0046332
Q04771	GO:0050431
P37172	GO:0048185
P37172	GO:0016361
P37172	GO:0019838
P37172	GO:0050431
P37172	GO:0005025
P80201	GO:0016361
P80201	GO:0004702
P80201	GO:0046332
P80201	GO:0004675
P27742	GO:0050564
Q8RM04	GO:0018710
Q8RM03	GO:0018710
Q8RM02	GO:0018710
Q6AYS7	GO:0004046
Q6PTT0	GO:0004046
Q03154	GO:0004046
P45381	GO:0004046
P45381	GO:0019807
Q8R3P0	GO:0004046
Q9R1T5	GO:0019807
Q91XE4	GO:0004046
Q91XE4	GO:0042802
A0QWG5	GO:0016746
P56544	GO:0003998
P07311	GO:0003998
Q9VF36	GO:0003998
Q9VF36	GO:0016787
P14621	GO:0003998
P0AB65	GO:0003998
O14672	GO:0004222
O14672	GO:0008237
O35598	GO:0004175
O35598	GO:0008237
O35598	GO:0042803
O35598	GO:0019901
Q10743	GO:0004222
O75078	GO:0005178
O75078	GO:0008237
O43184	GO:0008237
O43184	GO:0017124
Q13444	GO:0005178
Q13444	GO:0004222
Q13444	GO:0008237
Q13444	GO:0017124
Q9QYV0	GO:0004222
Q9VAC5	GO:0004222
P78536	GO:0005178
P78536	GO:0005138
P78536	GO:0004222
P78536	GO:0008237
P78536	GO:0005112
P78536	GO:0030165
Q9Z0F8	GO:0008237
Q9Z0F8	GO:0004252
O77636	GO:0004222
Q9Z1K9	GO:0004222
Q9Z1K9	GO:0008237
Q9Y3Q7	GO:0008237
P35348	GO:0046982
P97718	GO:0004937
P43140	GO:0004937
P35368	GO:0004937
P35368	GO:0046982
P97717	GO:0004937
P15823	GO:0004937
P25100	GO:0004937
P97714	GO:0004937
P23944	GO:0004937
O43506	GO:0008237
Q9UKJ8	GO:0008237
O75077	GO:0005178
O75077	GO:0008237
Q9UKQ2	GO:0008237
Q9UKF5	GO:0008237
Q90WY4	GO:0004938
P08913	GO:0031696
P08913	GO:0004938
P08913	GO:0051379
P08913	GO:0032795
P08913	GO:0051380
P08913	GO:0046982
P08913	GO:0042803
P08913	GO:0019901
P08913	GO:0031996
Q01338	GO:0004935
P18871	GO:0031692
P18871	GO:0004938
P18871	GO:0051379
P18871	GO:0046982
P22909	GO:0004938
Q90WY5	GO:0004938
P18089	GO:0004938
P18089	GO:0051379
P30545	GO:0004935
P30545	GO:0004938
P19328	GO:0004938
Q90WY6	GO:0004938
P18825	GO:0031694
P18825	GO:0004938
P18825	GO:0051379
P18825	GO:0046982
P18825	GO:0042803
Q01337	GO:0004930
P22086	GO:0004938
Q59WH0	GO:0043565
Q02336	GO:0003682
Q02336	GO:0001786
Q02336	GO:0003713
Q9UKF2	GO:0008237
Q9UKF2	GO:0008270
Q5SUE7	GO:0003723
Q6DHV7	GO:0004000
Q99965	GO:0005178
Q99965	GO:0008237
O35227	GO:0004175
P78325	GO:0050839
P78325	GO:0008237
P78325	GO:0043621
P78325	GO:0004252
P78325	GO:0008270
Q05910	GO:0005509
Q05910	GO:0050839
Q05910	GO:0005178
Q05910	GO:0008237
Q05910	GO:0008270
Q13443	GO:0005518
Q13443	GO:0005178
Q13443	GO:0043236
Q13443	GO:0004222
Q13443	GO:0008237
Q13443	GO:0017124
Q61072	GO:0004222
Q61072	GO:0005080
Q61072	GO:0017124
O75689	GO:0005096
O75689	GO:0043533
Q9NPF8	GO:0043533
Q9NPF8	GO:0005547
Q9JK15	GO:0005545
Q9JK15	GO:0005547
Q9JK15	GO:0043325
Q9JK15	GO:0005546
Q9NII1	GO:0003726
P97275	GO:0008609
P97275	GO:0071949
O96759	GO:0043178
O96759	GO:0008609
O96759	GO:0050660
O00116	GO:0008609
Q9EQR2	GO:0008609
Q9V3R6	GO:0003723
Q9V3R6	GO:0008251
Q9BUB4	GO:0003723
Q9BUB4	GO:0008251
P06134	GO:0003908
P06134	GO:0008270
P00813	GO:0004000
P00813	GO:0008270
P03958	GO:0004000
P03958	GO:0008270
Q920P6	GO:0001883
Q8NI60	GO:0043531
Q8NI60	GO:0016301
Q8LPN3	GO:0046820
Q6TAS3	GO:0046820
P19754	GO:0008294
O88444	GO:0004016
Q9VW60	GO:0004016
Q80TL1	GO:0008179
Q80TL1	GO:0046982
P26769	GO:0004016
P26769	GO:0008179
P26769	GO:0031683
P26769	GO:0000287
P26769	GO:0030145
P26769	GO:0046982
Q8VHH7	GO:0004016
P21932	GO:0004016
P21932	GO:0008294
Q91WF3	GO:0004016
P26770	GO:0004016
P26770	GO:0031683
O95622	GO:0004016
P84309	GO:0004016
P84309	GO:0008179
P84309	GO:0046982
P84309	GO:0097110
Q04400	GO:0004016
Q04400	GO:0008294
O43306	GO:0004016
Q01341	GO:0004016
Q01341	GO:0008294
Q01341	GO:0097110
Q03343	GO:0004016
Q03343	GO:0008294
Q03343	GO:0019901
Q03343	GO:0005102
Q03343	GO:0000149
P51828	GO:0004016
P51829	GO:0004016
P40145	GO:0004016
P40145	GO:0008294
P97490	GO:0004016
P40146	GO:0008294
P40146	GO:0005516
P40146	GO:0008022
P40146	GO:0047485
O60503	GO:0004016
Q96PN6	GO:0004016
Q96PN6	GO:0071890
Q9Z286	GO:0004016
Q9Z286	GO:0051117
Q9Z286	GO:0030145
P35611	GO:0003779
P35611	GO:0051015
P35611	GO:0098641
P35611	GO:0044822
P35611	GO:0046982
P35611	GO:0042803
P35611	GO:0030507
P35611	GO:0008134
Q9QYC0	GO:0005198
Q63028	GO:0042608
P35612	GO:0003779
P35612	GO:0051015
P35612	GO:0046982
P35612	GO:0042803
P35612	GO:0030507
Q9QYB8	GO:0005198
Q9UEY8	GO:0005200
Q9QYB5	GO:0005198
Q62847	GO:0005080
P22333	GO:0004000
P31441	GO:0000034
P31441	GO:0004096
P31441	GO:0008198
P31441	GO:0030145
P31466	GO:0015207
P31466	GO:0015295
P31440	GO:0015207
Q8X1T6	GO:0000034
Q9I6Y4	GO:0000034
Q9P6I7	GO:0000034
Q9RDE5	GO:0000034
P53909	GO:0000034
Q07750	GO:0051015
P05552	GO:0001077
Q2V2Q1	GO:0001012
Q07749	GO:0051015
P07327	GO:0004022
P07327	GO:0004024
P07327	GO:0004745
P00325	GO:0004024
P00325	GO:0008270
P00326	GO:0004022
P00326	GO:0004024
P00326	GO:0004745
P06525	GO:0004022
P06525	GO:0042803
P48814	GO:0004022
P08843	GO:0004022
P00329	GO:0004022
P00329	GO:0042803
P06757	GO:0004022
P06757	GO:0008144
P06757	GO:0035276
P06757	GO:0051287
P06757	GO:0004745
P00330	GO:0004022
P00330	GO:0019170
P48815	GO:0004022
P37686	GO:0004022
P37686	GO:0008743
P54202	GO:0004022
P00331	GO:0004022
P07246	GO:0004022
P08319	GO:0004022
P08319	GO:0004024
P08319	GO:0005503
P08319	GO:0019115
P08319	GO:0051287
P08319	GO:0016620
P08319	GO:0019841
P08319	GO:0004745
P08319	GO:0008270
Q9QYY9	GO:0004022
Q9QYY9	GO:0004024
Q9QYY9	GO:0004032
Q9QYY9	GO:0003960
Q64563	GO:0004022
Q64563	GO:0035276
Q64563	GO:0051287
Q09669	GO:0004022
P10127	GO:0004022
P28332	GO:0004022
P28332	GO:0004024
Q04894	GO:0008106
Q04894	GO:0033833
Q04894	GO:0033845
P40394	GO:0004022
P40394	GO:0004024
P40394	GO:0004031
P40394	GO:0035276
P40394	GO:0048019
P40394	GO:0019841
P40394	GO:0004745
Q64437	GO:0004022
Q64437	GO:0016491
Q64437	GO:0004745
P41682	GO:0004022
P41682	GO:0035276
P41682	GO:0051287
P41682	GO:0042803
P41682	GO:0019841
P41682	GO:0008270
P25377	GO:0008106
Q04944	GO:0004022
P33744	GO:0004022
P0A9Q7	GO:0008774
P0A9Q7	GO:0004022
P0A9Q7	GO:0042802
P39451	GO:0004022
P39451	GO:0008270
P46415	GO:0004022
P46415	GO:0004552
P46415	GO:0051903
P46415	GO:0080007
P11766	GO:0009055
P11766	GO:0005504
P11766	GO:0018467
P11766	GO:0051903
P11766	GO:0008270
P28474	GO:0004022
P28474	GO:0042803
P28474	GO:0051903
P12711	GO:0004022
Q9NAR7	GO:0004022
P10807	GO:0042802
P00334	GO:0008774
P00334	GO:0004022
P00334	GO:0042803
P81786	GO:0008106
P81786	GO:0008270
P00332	GO:0004022
P28629	GO:0008792
P28629	GO:0030170
P60061	GO:0015297
P60061	GO:0015181
Q6NRK1	GO:0051011
Q8R2Z0	GO:0005179
Q3Y5Z3	GO:0033691
Q15848	GO:0005179
Q15848	GO:0042802
Q15848	GO:0042803
Q15848	GO:0033691
Q60994	GO:0005179
Q60994	GO:0042802
Q60994	GO:0005102
Q8CGZ2	GO:0019904
P33234	GO:0003700
Q9SF85	GO:0004001
Q9SF85	GO:0005507
Q9LZG0	GO:0004001
Q9LZG0	GO:0005507
P55263	GO:0004001
P55263	GO:0044822
P55264	GO:0004001
Q64640	GO:0004001
P47143	GO:0004001
Q7Z4H4	GO:0032403
P61312	GO:0005179
Q4WQ08	GO:0008237
P35318	GO:0005102
P43145	GO:0031700
Q9Z103	GO:0003682
Q9JKL8	GO:0048487
Q9JKL8	GO:0005507
Q9JKL8	GO:0042277
Q9C9W9	GO:0001047
P9WID5	GO:0004001
P9WID5	GO:0005524
P9WID5	GO:0032567
P9WID5	GO:0005525
P9WID5	GO:0000287
O23147	GO:0004650
Q8RY29	GO:0004650
Q9BRR6	GO:0043843
Q9NRN7	GO:0008897
Q9NRN7	GO:0000287
Q93K97	GO:0047631
Q93K97	GO:0019144
Q93K97	GO:0000287
Q01976	GO:0047631
P54922	GO:0003875
P54923	GO:0003875
Q02589	GO:0003875
P67343	GO:0004553
P0DN70	GO:0004553
Q7T291	GO:0008663
Q7T291	GO:0047631
Q7T291	GO:0047734
Q7T291	GO:0030145
Q3LIE5	GO:0047631
Q9FW44	GO:0016301
Q96A54	GO:0097003
Q96A54	GO:0055100
Q96A54	GO:0019901
Q91VH1	GO:0055100
Q91VH1	GO:0042802
Q91VH1	GO:0046982
Q91VH1	GO:0004872
P07248	GO:0001102
P07248	GO:0000978
P07248	GO:0001093
P07248	GO:0001094
P07248	GO:0000982
P07248	GO:0001190
Q86V24	GO:0097003
Q86V24	GO:0055100
Q8BQS5	GO:0055100
Q8BQS5	GO:0042802
Q8BQS5	GO:0046982
Q8BQS5	GO:0004872
P0AAP1	GO:0052621
P08588	GO:0031694
P08588	GO:0004939
P08588	GO:0004940
P08588	GO:0030165
P08588	GO:0046982
P08588	GO:0005088
P08588	GO:0005057
P07700	GO:0004940
P07700	GO:0008144
P07700	GO:0031402
P07700	GO:0050824
P34971	GO:0004940
P18090	GO:0004940
P18090	GO:0035240
P18090	GO:0008144
P18090	GO:0051379
P18090	GO:0051380
P07550	GO:0004941
P07550	GO:0051380
P07550	GO:0015459
P07550	GO:0042803
P18762	GO:0008179
P18762	GO:0004941
P18762	GO:0019899
P10608	GO:0031713
P10608	GO:0004941
P10608	GO:0035240
P10608	GO:0008144
P10608	GO:0051379
P10608	GO:0001965
P10608	GO:0035255
P10608	GO:0051380
P10608	GO:0030165
P10608	GO:0032403
P13945	GO:0004939
P13945	GO:0015052
P13945	GO:0042803
P25962	GO:0031699
P26255	GO:0051379
P26255	GO:0051380
Q9VCY8	GO:0097003
Q16186	GO:0061133
Q16186	GO:0002020
Q16186	GO:0070628
P08165	GO:0004324
P08165	GO:0050660
P08165	GO:0050661
P22570	GO:0004324
P56522	GO:0070402
P56522	GO:0015039
O59710	GO:0004324
O59710	GO:0050660
O59710	GO:0050661
O59710	GO:0015039
P48360	GO:0015039
Q12184	GO:0016653
Q28046	GO:0003779
Q28046	GO:0051015
Q28046	GO:0005509
Q28046	GO:0005546
Q28046	GO:0001786
Q9Y6U3	GO:0005545
P31167	GO:0005471
P31167	GO:0005507
P12235	GO:0015207
Q05962	GO:0019899
P04710	GO:0005471
P40941	GO:0005471
P40941	GO:0005507
P05141	GO:0015207
P05141	GO:0044822
P05141	GO:0031625
P18239	GO:0005471
O49447	GO:0005471
P12236	GO:0015207
Q8LB08	GO:0005471
Q9FM86	GO:0005347
Q26365	GO:0005471
Q09188	GO:0005471
Q6P4F2	GO:0009055
P00257	GO:0009055
P00257	GO:0008022
P00257	GO:0042803
P10109	GO:0051537
P10109	GO:0009055
P10109	GO:0005506
P24483	GO:0009055
